0.4572, 0.11382, 0.16862, 0.14988, 0.1299, -0.72128, 0.66364
0.45702, 0.11399, 0.16857, 0.14999, 0.12999, -0.72121, 0.66367
0.4573, 0.11399, 0.16849, 0.14965, 0.12991, -0.72152, 0.66343
0.45646, 0.11385, 0.16867, 0.15053, 0.12959, -0.72129, 0.66355
0.45676, 0.11403, 0.16864, 0.14988, 0.12938, -0.72145, 0.66355
0.45626, 0.11381, 0.16852, 0.15057, 0.1296, -0.72137, 0.66345
0.45664, 0.11381, 0.16813, 0.15046, 0.1304, -0.72133, 0.66335
0.45738, 0.11432, 0.16819, 0.14933, 0.12986, -0.72165, 0.66337
0.45678, 0.1138, 0.16864, 0.15023, 0.12972, -0.72139, 0.66347
0.45688, 0.11387, 0.1687, 0.1502, 0.12984, -0.72127, 0.66359
0.45707, 0.11375, 0.16837, 0.14979, 0.12951, -0.72162, 0.66336
0.45697, 0.11381, 0.16864, 0.15018, 0.12983, -0.72128, 0.66359
0.45684, 0.11416, 0.16898, 0.15, 0.12963, -0.72111, 0.66385
0.45703, 0.11372, 0.16932, 0.14976, 0.12914, -0.72107, 0.66404
0.45705, 0.11392, 0.16907, 0.1501, 0.12984, -0.7209, 0.66402
0.45586, 0.1135, 0.16839, 0.15008, 0.13468, -0.72134, 0.66257
0.45568, 0.11178, 0.16424, 0.14264, 0.13343, -0.72627, 0.65907
0.45078, 0.10713, 0.16643, 0.14619, 0.12927, -0.72542, 0.66006
0.44348, 0.099129, 0.16808, 0.15063, 0.12382, -0.72499, 0.66058
0.43799, 0.089524, 0.16935, 0.15013, 0.11725, -0.72495, 0.66194
0.43676, 0.082458, 0.16985, 0.13791, 0.1048, -0.72646, 0.66502
0.43992, 0.072334, 0.17322, 0.1333, 0.1064, -0.72345, 0.66898
0.44161, 0.057072, 0.18072, 0.12999, 0.10229, -0.71811, 0.67599
0.43777, 0.041894, 0.18931, 0.13098, 0.089916, -0.71293, 0.683
0.43548, 0.029938, 0.19545, 0.12202, 0.07351, -0.70986, 0.68979
0.43188, 0.019819, 0.19822, 0.116, 0.059533, -0.7089, 0.69315
0.42855, 0.0079365, 0.20217, 0.11492, 0.05479, -0.70649, 0.69617
0.4298, -0.0074189, 0.20954, 0.10882, 0.050741, -0.70135, 0.70263
0.42785, -0.023613, 0.21664, 0.09227, 0.031143, -0.69741, 0.71003
0.42297, -0.040153, 0.22432, 0.084046, 0.014229, -0.69255, 0.71631
0.41642, -0.053571, 0.23079, 0.077223, -0.0064743, -0.6886, 0.72099
0.41461, -0.063535, 0.23432, 0.06781, -0.018561, -0.68543, 0.72474
0.41491, -0.073991, 0.23801, 0.063166, -0.020154, -0.68242, 0.72795
0.41004, -0.085166, 0.23526, 0.062299, -0.027519, -0.68547, 0.72491
0.42007, -0.095121, 0.23103, 0.050559, -0.01603, -0.69007, 0.7218
0.42094, -0.10342, 0.23493, 0.0515, -0.006528, -0.68703, 0.72477
0.41971, -0.11454, 0.2417, 0.049995, -0.0040435, -0.68225, 0.7294
0.42069, -0.12394, 0.2464, 0.047492, -0.0015047, -0.67972, 0.73193
0.42208, -0.13055, 0.25468, 0.044277, -2.6483e-05, -0.6752, 0.73631
0.41831, -0.13536, 0.25624, 0.049308, 0.0013233, -0.67778, 0.73361
0.419, -0.14338, 0.24364, 0.046709, 0.0072669, -0.69069, 0.72161
0.41581, -0.14825, 0.24571, 0.047654, 0.0086141, -0.68913, 0.72302
0.41886, -0.15516, 0.25216, 0.043537, 0.010582, -0.68462, 0.72753
0.41832, -0.16375, 0.26005, 0.040562, 0.0057741, -0.67969, 0.73235
0.41613, -0.17106, 0.26621, 0.042369, 0.0065919, -0.67566, 0.73596
0.41377, -0.17845, 0.26693, 0.040562, 0.0032748, -0.67636, 0.73544
0.413, -0.1862, 0.27068, 0.03839, 0.0027046, -0.67407, 0.73766
0.41429, -0.19317, 0.26689, 0.034538, 0.0029203, -0.67856, 0.73373
0.41757, -0.19938, 0.26848, 0.030604, 0.0055982, -0.67806, 0.73435
0.41446, -0.20528, 0.27175, 0.030754, 0.0019213, -0.67545, 0.73676
0.41641, -0.20772, 0.26922, 0.028422, 0.0033884, -0.67757, 0.7349
0.41583, -0.20785, 0.26962, 0.028713, 0.0029481, -0.67737, 0.73508
0.41645, -0.20795, 0.27052, 0.027856, 0.0027676, -0.67738, 0.7351
0.41708, -0.20779, 0.2699, 0.0273, 0.0027223, -0.6778, 0.73473
0.41779, -0.20752, 0.26726, 0.026839, 0.0036349, -0.67991, 0.7328
0.41732, -0.20771, 0.26942, 0.027118, 0.003051, -0.67884, 0.73378
0.41786, -0.20704, 0.26862, 0.026759, 0.0034835, -0.67923, 0.73343
0.41746, -0.2066, 0.268, 0.027169, 0.0038735, -0.67958, 0.73309
0.418, -0.20653, 0.26499, 0.027079, 0.004656, -0.68167, 0.73114
0.41764, -0.20651, 0.26458, 0.026878, 0.0044331, -0.6822, 0.73066
0.4183, -0.20625, 0.26447, 0.02619, 0.0044816, -0.6824, 0.73049
0.41795, -0.20658, 0.26473, 0.02632, 0.0039383, -0.68188, 0.73098
0.41686, -0.2069, 0.26226, 0.0204, -0.0029815, -0.68364, 0.72952
0.4172, -0.20649, 0.25713, 0.013614, -0.01023, -0.68514, 0.72822
0.41678, -0.20689, 0.25061, 0.0035748, -0.024575, -0.68559, 0.72757
0.41637, -0.2066, 0.2419, -0.0092708, -0.044659, -0.68368, 0.72836
0.41686, -0.2063, 0.23032, -0.019526, -0.064949, -0.68361, 0.72669
0.41748, -0.20557, 0.2182, -0.029964, -0.088781, -0.68401, 0.72343
0.41833, -0.2052, 0.20698, -0.037426, -0.11217, -0.68225, 0.72149
0.42092, -0.20461, 0.19574, -0.048918, -0.13596, -0.67955, 0.71926
0.42522, -0.20388, 0.18471, -0.062004, -0.159, -0.67634, 0.71655
0.42741, -0.20302, 0.1761, -0.070588, -0.18413, -0.67119, 0.71457
0.4322, -0.20177, 0.16637, -0.084083, -0.20469, -0.66667, 0.71175
0.43898, -0.20127, 0.1562, -0.10311, -0.22688, -0.66122, 0.70759
0.44647, -0.20163, 0.14714, -0.12509, -0.25282, -0.65448, 0.70149
0.45402, -0.20145, 0.13739, -0.14624, -0.27688, -0.64941, 0.69298
0.4656, -0.20151, 0.12539, -0.1778, -0.30858, -0.64253, 0.67847
0.47838, -0.20086, 0.11528, -0.20278, -0.33067, -0.63601, 0.6671
0.4902, -0.20098, 0.10583, -0.23051, -0.35767, -0.6265, 0.65302
0.50247, -0.2016, 0.099317, -0.25425, -0.37795, -0.6191, 0.63971
0.51677, -0.20246, 0.092642, -0.28181, -0.39918, -0.61109, 0.62274
0.53104, -0.20151, 0.086259, -0.30164, -0.41563, -0.60576, 0.60772
0.54177, -0.20211, 0.082467, -0.32131, -0.43138, -0.59651, 0.59569
0.5533, -0.20234, 0.079185, -0.34348, -0.45786, -0.5834, 0.57622
0.56674, -0.20368, 0.07637, -0.3652, -0.4817, -0.57175, 0.55471
0.57485, -0.2033, 0.074383, -0.38096, -0.50093, -0.5605, 0.53832
0.57607, -0.2041, 0.074519, -0.38776, -0.50527, -0.55616, 0.53388
0.57442, -0.20466, 0.074794, -0.38711, -0.50567, -0.55566, 0.5345
0.5742, -0.20472, 0.074399, -0.38641, -0.50531, -0.55631, 0.53466
0.57109, -0.20458, 0.07296, -0.38389, -0.50506, -0.5569, 0.53611
0.5714, -0.20463, 0.073994, -0.38397, -0.50366, -0.55701, 0.53724
0.57289, -0.20426, 0.074928, -0.38469, -0.50368, -0.55695, 0.53677
